_id,type,model
ObjectId(6a580e8dd22f95e715738e18),laptop,qw2
ObjectId(6a580e8dd22f95e715738e19),laptop,jl3
ObjectId(6a580e8dd22f95e715738e1a),laptop,k12
ObjectId(6a580e8dd22f95e715738e1b),laptop,qw2
ObjectId(6a580e8dd22f95e715738e1c),laptop,jl3
ObjectId(6a580e8dd22f95e715738e1d),laptop,ki2
ObjectId(6a580e8dd22f95e715738e1e),laptop,j3
ObjectId(6a580e8dd22f95e715738e1f),laptop,kz
ObjectId(6a580e8dd22f95e715738e20),laptop,kz
ObjectId(6a580e8dd22f95e715738e21),laptop,qw2
ObjectId(6a580e8dd22f95e715738e22),laptop,ay9
ObjectId(6a580e8dd22f95e715738e23),laptop,ay9
ObjectId(6a580e8dd22f95e715738e24),laptop,j3
ObjectId(6a580e8dd22f95e715738e25),laptop,kz
ObjectId(6a580e8dd22f95e715738e26),laptop,ki2
ObjectId(6a580e8dd22f95e715738e27),laptop,ay9
ObjectId(6a580e8dd22f95e715738e28),laptop,j3
ObjectId(6a580e8dd22f95e715738e29),laptop,k12
ObjectId(6a580e8dd22f95e715738e2a),laptop,c6
ObjectId(6a580e8dd22f95e715738e2b),laptop,k12
ObjectId(6a580e8dd22f95e715738e2c),laptop,ki2
ObjectId(6a580e8dd22f95e715738e2d),laptop,k12
ObjectId(6a580e8dd22f95e715738e2e),laptop,k12
ObjectId(6a580e8dd22f95e715738e2f),laptop,k12
ObjectId(6a580e8dd22f95e715738e30),laptop,ay9
ObjectId(6a580e8dd22f95e715738e31),laptop,kz
ObjectId(6a580e8dd22f95e715738e32),laptop,kz
ObjectId(6a580e8dd22f95e715738e33),laptop,k12
ObjectId(6a580e8dd22f95e715738e34),laptop,kz
ObjectId(6a580e8dd22f95e715738e35),laptop,jl3
ObjectId(6a580e8dd22f95e715738e36),laptop,k12
ObjectId(6a580e8dd22f95e715738e37),laptop,ay9
ObjectId(6a580e8dd22f95e715738e38),laptop,j3
ObjectId(6a580e8dd22f95e715738e39),laptop,ay9
ObjectId(6a580e8dd22f95e715738e3a),laptop,c6
ObjectId(6a580e8dd22f95e715738e3b),laptop,qw2
ObjectId(6a580e8dd22f95e715738e3c),laptop,kz
ObjectId(6a580e8dd22f95e715738e3d),laptop,qw2
ObjectId(6a580e8dd22f95e715738e3e),laptop,j3
ObjectId(6a580e8dd22f95e715738e3f),laptop,kz
ObjectId(6a580e8dd22f95e715738e40),laptop,ay9
ObjectId(6a580e8dd22f95e715738e41),laptop,ki2
ObjectId(6a580e8dd22f95e715738e42),laptop,zeta
ObjectId(6a580e8dd22f95e715738e43),laptop,ay9
ObjectId(6a580e8dd22f95e715738e44),laptop,qw2
ObjectId(6a580e8dd22f95e715738e45),laptop,k12
ObjectId(6a580e8dd22f95e715738e46),laptop,zeta
ObjectId(6a580e8dd22f95e715738e47),laptop,ki2
ObjectId(6a580e8dd22f95e715738e48),laptop,c6
ObjectId(6a580e8dd22f95e715738e49),laptop,k12
ObjectId(6a580e8dd22f95e715738e4a),laptop,kz
ObjectId(6a580e8dd22f95e715738e4b),laptop,j3
ObjectId(6a580e8dd22f95e715738e4c),laptop,qw2
ObjectId(6a580e8dd22f95e715738e4d),laptop,ay9
ObjectId(6a580e8dd22f95e715738e4e),laptop,c6
ObjectId(6a580e8dd22f95e715738e4f),laptop,c6
ObjectId(6a580e8dd22f95e715738e50),laptop,kz
ObjectId(6a580e8dd22f95e715738e51),laptop,k12
ObjectId(6a580e8dd22f95e715738e52),laptop,kz
ObjectId(6a580e8dd22f95e715738e53),laptop,ay9
ObjectId(6a580e8dd22f95e715738e54),laptop,ay9
ObjectId(6a580e8dd22f95e715738e55),laptop,j3
ObjectId(6a580e8dd22f95e715738e56),laptop,qw2
ObjectId(6a580e8dd22f95e715738e57),laptop,c6
ObjectId(6a580e8dd22f95e715738e58),laptop,ki2
ObjectId(6a580e8dd22f95e715738e59),laptop,c6
ObjectId(6a580e8dd22f95e715738e5a),laptop,zeta
ObjectId(6a580e8dd22f95e715738e5b),laptop,kz
ObjectId(6a580e8dd22f95e715738e5c),laptop,ki2
ObjectId(6a580e8dd22f95e715738e5d),laptop,ki2
ObjectId(6a580e8dd22f95e715738e5e),laptop,ki2
ObjectId(6a580e8dd22f95e715738e5f),laptop,k12
ObjectId(6a580e8dd22f95e715738e60),laptop,ki2
ObjectId(6a580e8dd22f95e715738e61),laptop,c6
ObjectId(6a580e8dd22f95e715738e62),laptop,kz
ObjectId(6a580e8dd22f95e715738e63),laptop,j3
ObjectId(6a580e8dd22f95e715738e64),laptop,k12
ObjectId(6a580e8dd22f95e715738e65),laptop,kz
ObjectId(6a580e8dd22f95e715738e66),laptop,k12
ObjectId(6a580e8dd22f95e715738e67),laptop,ki2
ObjectId(6a580e8dd22f95e715738e68),laptop,zeta
ObjectId(6a580e8dd22f95e715738e69),laptop,qw2
ObjectId(6a580e8dd22f95e715738e6a),laptop,ki2
ObjectId(6a580e8dd22f95e715738e6b),laptop,kz
ObjectId(6a580e8dd22f95e715738e6c),laptop,jl3
ObjectId(6a580e8dd22f95e715738e6d),laptop,k12
ObjectId(6a580e8dd22f95e715738e6e),laptop,ki2
ObjectId(6a580e8dd22f95e715738e6f),laptop,qw2
ObjectId(6a580e8dd22f95e715738e70),laptop,k12
ObjectId(6a580e8dd22f95e715738e71),laptop,zeta
ObjectId(6a580e8dd22f95e715738e72),laptop,j3
ObjectId(6a580e8dd22f95e715738e73),laptop,ay9
ObjectId(6a580e8dd22f95e715738e74),laptop,qw2
ObjectId(6a580e8dd22f95e715738e75),laptop,k12
ObjectId(6a580e8dd22f95e715738e76),laptop,c6
ObjectId(6a580e8dd22f95e715738e77),laptop,c6
ObjectId(6a580e8dd22f95e715738e78),laptop,zeta
ObjectId(6a580e8dd22f95e715738e79),laptop,ki2
ObjectId(6a580e8dd22f95e715738e7a),laptop,ay9
ObjectId(6a580e8dd22f95e715738e7b),laptop,ay9
ObjectId(6a580e8dd22f95e715738e7c),laptop,kz
ObjectId(6a580e8dd22f95e715738e7d),laptop,zeta
ObjectId(6a580e8dd22f95e715738e7e),laptop,ay9
ObjectId(6a580e8dd22f95e715738e7f),laptop,ki2
ObjectId(6a580e8dd22f95e715738e80),laptop,qw2
ObjectId(6a580e8dd22f95e715738e81),laptop,jl3
ObjectId(6a580e8dd22f95e715738e82),laptop,jl3
ObjectId(6a580e8dd22f95e715738e83),laptop,k12
ObjectId(6a580e8dd22f95e715738e84),laptop,ki2
ObjectId(6a580e8dd22f95e715738e85),laptop,zeta
ObjectId(6a580e8dd22f95e715738e86),laptop,jl3
ObjectId(6a580e8dd22f95e715738e87),laptop,ay9
ObjectId(6a580e8dd22f95e715738e88),laptop,zeta
ObjectId(6a580e8dd22f95e715738e89),laptop,jl3
ObjectId(6a580e8dd22f95e715738e8a),laptop,c6
ObjectId(6a580e8dd22f95e715738e8b),laptop,zeta
ObjectId(6a580e8dd22f95e715738e8c),laptop,ay9
ObjectId(6a580e8dd22f95e715738e8d),laptop,ay9
ObjectId(6a580e8dd22f95e715738e8e),laptop,k12
ObjectId(6a580e8dd22f95e715738e8f),laptop,kz
ObjectId(6a580e8dd22f95e715738e90),laptop,ay9
ObjectId(6a580e8dd22f95e715738e91),laptop,jl3
ObjectId(6a580e8dd22f95e715738e92),laptop,ki2
ObjectId(6a580e8dd22f95e715738e93),laptop,jl3
ObjectId(6a580e8dd22f95e715738e94),laptop,jl3
ObjectId(6a580e8dd22f95e715738e95),laptop,qw2
ObjectId(6a580e8dd22f95e715738e96),laptop,jl3
ObjectId(6a580e8dd22f95e715738e97),laptop,ki2
ObjectId(6a580e8dd22f95e715738e98),laptop,c6
ObjectId(6a580e8dd22f95e715738e99),laptop,kz
ObjectId(6a580e8dd22f95e715738e9a),laptop,qw2
ObjectId(6a580e8dd22f95e715738e9b),laptop,qw2
ObjectId(6a580e8dd22f95e715738e9c),laptop,ay9
ObjectId(6a580e8dd22f95e715738e9d),laptop,kz
ObjectId(6a580e8dd22f95e715738e9e),laptop,jl3
ObjectId(6a580e8dd22f95e715738e9f),laptop,j3
ObjectId(6a580e8dd22f95e715738ea0),laptop,k12
ObjectId(6a580e8dd22f95e715738ea1),laptop,j3
ObjectId(6a580e8dd22f95e715738ea2),laptop,ki2
ObjectId(6a580e8dd22f95e715738ea3),laptop,ki2
ObjectId(6a580e8dd22f95e715738ea4),laptop,j3
ObjectId(6a580e8dd22f95e715738ea5),laptop,c6
ObjectId(6a580e8dd22f95e715738ea6),laptop,kz
ObjectId(6a580e8dd22f95e715738ea7),laptop,kz
ObjectId(6a580e8dd22f95e715738ea8),laptop,ay9
ObjectId(6a580e8dd22f95e715738ea9),laptop,ki2
ObjectId(6a580e8dd22f95e715738eaa),laptop,c6
ObjectId(6a580e8dd22f95e715738eab),laptop,jl3
ObjectId(6a580e8dd22f95e715738eac),laptop,c6
ObjectId(6a580e8dd22f95e715738ead),laptop,zeta
ObjectId(6a580e8dd22f95e715738eae),laptop,ay9
ObjectId(6a580e8dd22f95e715738eaf),laptop,ki2
ObjectId(6a580e8dd22f95e715738eb0),laptop,zeta
ObjectId(6a580e8dd22f95e715738eb1),laptop,kz
ObjectId(6a580e8dd22f95e715738eb2),laptop,c6
ObjectId(6a580e8dd22f95e715738eb3),laptop,ay9
ObjectId(6a580e8dd22f95e715738eb4),laptop,kz
ObjectId(6a580e8dd22f95e715738eb5),laptop,j3
ObjectId(6a580e8dd22f95e715738eb6),laptop,ki2
ObjectId(6a580e8dd22f95e715738eb7),laptop,k12
ObjectId(6a580e8dd22f95e715738eb8),laptop,zeta
ObjectId(6a580e8dd22f95e715738eb9),laptop,k12
ObjectId(6a580e8dd22f95e715738eba),laptop,j3
ObjectId(6a580e8dd22f95e715738ebb),laptop,qw2
ObjectId(6a580e8dd22f95e715738ebc),laptop,zeta
ObjectId(6a580e8dd22f95e715738ebd),laptop,jl3
ObjectId(6a580e8dd22f95e715738ebe),laptop,jl3
ObjectId(6a580e8dd22f95e715738ebf),laptop,c6
ObjectId(6a580e8dd22f95e715738ec0),laptop,ki2
ObjectId(6a580e8dd22f95e715738ec1),laptop,c6
ObjectId(6a580e8dd22f95e715738ec2),laptop,kz
ObjectId(6a580e8dd22f95e715738ec3),laptop,j3
ObjectId(6a580e8dd22f95e715738ec4),laptop,j3
ObjectId(6a580e8dd22f95e715738ec5),laptop,c6
ObjectId(6a580e8dd22f95e715738ec6),laptop,c6
ObjectId(6a580e8dd22f95e715738ec7),laptop,j3
ObjectId(6a580e8dd22f95e715738ec8),laptop,kz
ObjectId(6a580e8dd22f95e715738ec9),laptop,j3
ObjectId(6a580e8dd22f95e715738eca),laptop,j3
ObjectId(6a580e8dd22f95e715738ecb),laptop,ay9
ObjectId(6a580e8dd22f95e715738ecc),laptop,c6
ObjectId(6a580e8dd22f95e715738ecd),laptop,qw2
ObjectId(6a580e8dd22f95e715738ece),laptop,jl3
ObjectId(6a580e8dd22f95e715738ecf),laptop,ay9
ObjectId(6a580e8dd22f95e715738ed0),laptop,j3
ObjectId(6a580e8dd22f95e715738ed1),laptop,zeta
ObjectId(6a580e8dd22f95e715738ed2),laptop,ki2
ObjectId(6a580e8dd22f95e715738ed3),laptop,kz
ObjectId(6a580e8dd22f95e715738ed4),laptop,c6
ObjectId(6a580e8dd22f95e715738ed5),laptop,qw2
ObjectId(6a580e8dd22f95e715738ed6),laptop,c6
ObjectId(6a580e8dd22f95e715738ed7),laptop,zeta
ObjectId(6a580e8dd22f95e715738ed8),laptop,kz
ObjectId(6a580e8dd22f95e715738ed9),laptop,k12
ObjectId(6a580e8dd22f95e715738eda),laptop,ay9
ObjectId(6a580e8dd22f95e715738edb),laptop,ki2
ObjectId(6a580e8dd22f95e715738edc),laptop,c6
ObjectId(6a580e8dd22f95e715738edd),laptop,kz
ObjectId(6a580e8dd22f95e715738ede),laptop,ay9
ObjectId(6a580e8dd22f95e715738edf),laptop,ki2
ObjectId(6a580e8dd22f95e715738ee0),laptop,ay9
ObjectId(6a580e8dd22f95e715738ee1),laptop,jl3
ObjectId(6a580e8dd22f95e715738ee2),laptop,k12
ObjectId(6a580e8dd22f95e715738ee3),laptop,kz
ObjectId(6a580e8dd22f95e715738ee4),laptop,jl3
ObjectId(6a580e8dd22f95e715738ee5),laptop,jl3
ObjectId(6a580e8dd22f95e715738ee6),laptop,zeta
ObjectId(6a580e8dd22f95e715738ee7),laptop,ki2
ObjectId(6a580e8dd22f95e715738ee8),laptop,c6
ObjectId(6a580e8dd22f95e715738ee9),laptop,kz
ObjectId(6a580e8dd22f95e715738eea),laptop,ay9
ObjectId(6a580e8dd22f95e715738eeb),laptop,k12
ObjectId(6a580e8dd22f95e715738eec),laptop,k12
ObjectId(6a580e8dd22f95e715738eed),laptop,kz
ObjectId(6a580e8dd22f95e715738eee),laptop,jl3
ObjectId(6a580e8dd22f95e715738eef),laptop,ki2
ObjectId(6a580e8dd22f95e715738ef0),laptop,zeta
ObjectId(6a580e8dd22f95e715738ef1),laptop,qw2
ObjectId(6a580e8dd22f95e715738ef2),laptop,qw2
ObjectId(6a580e8dd22f95e715738ef3),laptop,kz
ObjectId(6a580e8dd22f95e715738ef4),laptop,qw2
ObjectId(6a580e8dd22f95e715738ef5),laptop,ki2
ObjectId(6a580e8dd22f95e715738ef6),laptop,qw2
ObjectId(6a580e8dd22f95e715738ef7),laptop,j3
ObjectId(6a580e8dd22f95e715738ef8),laptop,zeta
ObjectId(6a580e8dd22f95e715738ef9),laptop,k12
ObjectId(6a580e8dd22f95e715738efa),laptop,zeta
ObjectId(6a580e8dd22f95e715738efb),laptop,qw2
ObjectId(6a580e8dd22f95e715738efc),laptop,c6
ObjectId(6a580e8dd22f95e715738efd),laptop,jl3
ObjectId(6a580e8dd22f95e715738efe),laptop,j3
ObjectId(6a580e8dd22f95e715738eff),laptop,jl3
ObjectId(6a580e8dd22f95e715738f00),laptop,kz
ObjectId(6a580e8dd22f95e715738f01),laptop,j3
ObjectId(6a580e8dd22f95e715738f02),laptop,ki2
ObjectId(6a580e8dd22f95e715738f03),laptop,c6
ObjectId(6a580e8dd22f95e715738f04),laptop,k12
ObjectId(6a580e8dd22f95e715738f05),laptop,ay9
ObjectId(6a580e8dd22f95e715738f06),laptop,c6
ObjectId(6a580e8dd22f95e715738f07),laptop,qw2
ObjectId(6a580e8dd22f95e715738f08),laptop,jl3
ObjectId(6a580e8dd22f95e715738f09),laptop,ay9
ObjectId(6a580e8dd22f95e715738f0a),laptop,jl3
ObjectId(6a580e8dd22f95e715738f0b),laptop,j3
ObjectId(6a580e8dd22f95e715738f0c),laptop,c6
ObjectId(6a580e8dd22f95e715738f0d),laptop,qw2
ObjectId(6a580e8dd22f95e715738f0e),laptop,zeta
ObjectId(6a580e8dd22f95e715738f0f),laptop,ay9
ObjectId(6a580e8dd22f95e715738f10),laptop,c6
ObjectId(6a580e8dd22f95e715738f11),laptop,qw2
ObjectId(6a580e8dd22f95e715738f12),laptop,ay9
ObjectId(6a580e8dd22f95e715738f13),laptop,j3
ObjectId(6a580e8dd22f95e715738f14),laptop,c6
ObjectId(6a580e8dd22f95e715738f15),laptop,ki2
ObjectId(6a580e8dd22f95e715738f16),laptop,jl3
ObjectId(6a580e8dd22f95e715738f17),laptop,c6
ObjectId(6a580e8dd22f95e715738f18),laptop,c6
ObjectId(6a580e8dd22f95e715738f19),laptop,j3
ObjectId(6a580e8dd22f95e715738f1a),laptop,ki2
ObjectId(6a580e8dd22f95e715738f1b),laptop,qw2
ObjectId(6a580e8dd22f95e715738f1c),laptop,k12
ObjectId(6a580e8dd22f95e715738f1d),laptop,jl3
ObjectId(6a580e8dd22f95e715738f1e),laptop,jl3
ObjectId(6a580e8dd22f95e715738f1f),laptop,qw2
ObjectId(6a580e8dd22f95e715738f20),laptop,c6
ObjectId(6a580e8dd22f95e715738f21),laptop,kz
ObjectId(6a580e8dd22f95e715738f22),laptop,k12
ObjectId(6a580e8dd22f95e715738f23),laptop,ki2
ObjectId(6a580e8dd22f95e715738f24),laptop,ki2
ObjectId(6a580e8dd22f95e715738f25),laptop,jl3
ObjectId(6a580e8dd22f95e715738f26),laptop,k12
ObjectId(6a580e8dd22f95e715738f27),laptop,zeta
ObjectId(6a580e8dd22f95e715738f28),laptop,j3
ObjectId(6a580e8dd22f95e715738f29),laptop,j3
ObjectId(6a580e8dd22f95e715738f2a),laptop,jl3
ObjectId(6a580e8dd22f95e715738f2b),laptop,ay9
ObjectId(6a580e8dd22f95e715738f2c),laptop,qw2
ObjectId(6a580e8dd22f95e715738f2d),laptop,zeta
ObjectId(6a580e8dd22f95e715738f2e),laptop,jl3
ObjectId(6a580e8dd22f95e715738f2f),laptop,jl3
ObjectId(6a580e8dd22f95e715738f30),laptop,qw2
ObjectId(6a580e8dd22f95e715738f31),laptop,zeta
ObjectId(6a580e8dd22f95e715738f32),laptop,zeta
ObjectId(6a580e8dd22f95e715738f33),laptop,c6
ObjectId(6a580e8dd22f95e715738f34),laptop,j3
ObjectId(6a580e8dd22f95e715738f35),laptop,j3
ObjectId(6a580e8dd22f95e715738f36),laptop,kz
ObjectId(6a580e8dd22f95e715738f37),laptop,jl3
ObjectId(6a580e8dd22f95e715738f38),laptop,j3
ObjectId(6a580e8dd22f95e715738f39),laptop,zeta
ObjectId(6a580e8dd22f95e715738f3a),laptop,zeta
ObjectId(6a580e8dd22f95e715738f3b),laptop,zeta
ObjectId(6a580e8dd22f95e715738f3c),laptop,jl3
ObjectId(6a580e8dd22f95e715738f3d),laptop,j3
ObjectId(6a580e8dd22f95e715738f3e),laptop,k12
ObjectId(6a580e8dd22f95e715738f3f),laptop,k12
ObjectId(6a580e8dd22f95e715738f40),laptop,ki2
ObjectId(6a580e8dd22f95e715738f41),laptop,ki2
ObjectId(6a580e8dd22f95e715738f42),laptop,c6
ObjectId(6a580e8dd22f95e715738f43),laptop,zeta
ObjectId(6a580e8dd22f95e715738f44),laptop,jl3
ObjectId(6a580e8dd22f95e715738f45),laptop,k12
ObjectId(6a580e8dd22f95e715738f46),laptop,ay9
ObjectId(6a580e8dd22f95e715738f47),laptop,k12
ObjectId(6a580e8dd22f95e715738f48),laptop,ki2
ObjectId(6a580e8dd22f95e715738f49),laptop,qw2
ObjectId(6a580e8dd22f95e715738f4a),laptop,jl3
ObjectId(6a580e8dd22f95e715738f4b),laptop,qw2
ObjectId(6a580e8dd22f95e715738f4c),laptop,j3
ObjectId(6a580e8dd22f95e715738f4d),laptop,zeta
ObjectId(6a580e8dd22f95e715738f4e),laptop,ay9
ObjectId(6a580e8dd22f95e715738f4f),laptop,zeta
ObjectId(6a580e8dd22f95e715738f50),laptop,jl3
ObjectId(6a580e8dd22f95e715738f51),laptop,kz
ObjectId(6a580e8dd22f95e715738f52),laptop,c6
ObjectId(6a580e8dd22f95e715738f53),laptop,kz
ObjectId(6a580e8dd22f95e715738f54),laptop,j3
ObjectId(6a580e8dd22f95e715738f55),laptop,qw2
ObjectId(6a580e8dd22f95e715738f56),laptop,qw2
ObjectId(6a580e8dd22f95e715738f57),laptop,zeta
ObjectId(6a580e8dd22f95e715738f58),laptop,j3
ObjectId(6a580e8dd22f95e715738f59),laptop,j3
ObjectId(6a580e8dd22f95e715738f5a),laptop,ay9
ObjectId(6a580e8dd22f95e715738f5b),laptop,j3
ObjectId(6a580e8dd22f95e715738f5c),laptop,zeta
ObjectId(6a580e8dd22f95e715738f5d),television,jk23
ObjectId(6a580e8dd22f95e715738f5e),television,jk23
ObjectId(6a580e8dd22f95e715738f5f),television,ss2
ObjectId(6a580e8dd22f95e715738f60),television,boom
ObjectId(6a580e8dd22f95e715738f61),television,jk23
ObjectId(6a580e8dd22f95e715738f62),television,k20
ObjectId(6a580e8dd22f95e715738f63),television,dj1
ObjectId(6a580e8dd22f95e715738f64),television,jk23
ObjectId(6a580e8dd22f95e715738f65),television,k20
ObjectId(6a580e8dd22f95e715738f66),television,ss2
ObjectId(6a580e8dd22f95e715738f67),television,k20
ObjectId(6a580e8dd22f95e715738f68),television,k20
ObjectId(6a580e8dd22f95e715738f69),television,boom
ObjectId(6a580e8dd22f95e715738f6a),television,boom
ObjectId(6a580e8dd22f95e715738f6b),laptop,c6
ObjectId(6a580e8dd22f95e715738f6c),television,ss2
ObjectId(6a580e8dd22f95e715738f6d),television,k20
ObjectId(6a580e8dd22f95e715738f6e),television,dj1
ObjectId(6a580e8dd22f95e715738f6f),television,boom
ObjectId(6a580e8dd22f95e715738f70),television,dj1
ObjectId(6a580e8dd22f95e715738f71),television,dj1
ObjectId(6a580e8dd22f95e715738f72),television,dj1
ObjectId(6a580e8dd22f95e715738f73),television,boom
ObjectId(6a580e8dd22f95e715738f74),television,ss2
ObjectId(6a580e8dd22f95e715738f75),laptop,ay9
ObjectId(6a580e8dd22f95e715738f76),television,ss2
ObjectId(6a580e8dd22f95e715738f77),laptop,kz
ObjectId(6a580e8dd22f95e715738f78),laptop,ki2
ObjectId(6a580e8dd22f95e715738f79),television,jk23
ObjectId(6a580e8dd22f95e715738f7a),laptop,j3
ObjectId(6a580e8dd22f95e715738f7b),laptop,k12
ObjectId(6a580e8dd22f95e715738f7c),laptop,zeta
ObjectId(6a580e8dd22f95e715738f7d),laptop,j3
ObjectId(6a580e8dd22f95e715738f7e),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecaffe6),smart phone,platina
ObjectId(6a5812ed0ed82e3ccecaffe7),smart phone,cz
ObjectId(6a5812ed0ed82e3ccecaffe8),smart phone,xm23
ObjectId(6a5812ed0ed82e3ccecaffe9),smart phone,c3
ObjectId(6a5812ed0ed82e3ccecaffea),smart phone,bn20
ObjectId(6a5812ed0ed82e3ccecaffeb),smart phone,pk2
ObjectId(6a5812ed0ed82e3ccecaffec),smart phone,platina
ObjectId(6a5812ed0ed82e3ccecaffed),smart phone,k9
ObjectId(6a5812ed0ed82e3ccecaffee),smart phone,k9
ObjectId(6a5812ed0ed82e3ccecaffef),smart phone,xm23
ObjectId(6a5812ed0ed82e3ccecafff0),smart phone,c12
ObjectId(6a5812ed0ed82e3ccecafff1),smart phone,bn20
ObjectId(6a5812ed0ed82e3ccecafff2),smart phone,xm23
ObjectId(6a5812ed0ed82e3ccecafff3),smart phone,platina
ObjectId(6a5812ed0ed82e3ccecafff4),smart phone,c3
ObjectId(6a5812ed0ed82e3ccecafff5),smart phone,bn20
ObjectId(6a5812ed0ed82e3ccecafff6),smart phone,k9
ObjectId(6a5812ed0ed82e3ccecafff7),smart phone,c3
ObjectId(6a5812ed0ed82e3ccecafff8),smart phone,c12
ObjectId(6a5812ed0ed82e3ccecafff9),smart phone,cz
ObjectId(6a5812ed0ed82e3ccecafffa),smart phone,pk2
ObjectId(6a5812ed0ed82e3ccecafffb),smart phone,cz
ObjectId(6a5812ed0ed82e3ccecafffc),smart phone,c12
ObjectId(6a5812ed0ed82e3ccecafffd),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecafffe),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecaffff),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0000),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0001),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0002),smart phone,pk2
ObjectId(6a5812ed0ed82e3ccecb0003),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0004),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0005),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0006),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0007),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0008),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0009),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb000a),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb000b),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb000c),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb000d),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb000e),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb000f),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0010),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0011),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0012),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0013),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0014),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb0015),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0016),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0017),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0018),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0019),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb001a),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb001b),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb001c),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb001d),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb001e),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb001f),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0020),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb0021),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0022),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0023),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0024),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0025),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0026),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0027),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0028),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0029),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb002a),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb002b),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb002c),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb002d),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb002e),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb002f),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0030),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0031),laptop,jl3
ObjectId(6a5812ed0ed82e3ccecb0032),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0033),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0034),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0035),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0036),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0037),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0038),laptop,j3
ObjectId(6a5812ed0ed82e3ccecb0039),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb003a),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb003b),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb003c),laptop,c6
ObjectId(6a5812ed0ed82e3ccecb003d),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb003e),laptop,k12
ObjectId(6a5812ed0ed82e3ccecb003f),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0040),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0041),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0042),laptop,ay9
ObjectId(6a5812ed0ed82e3ccecb0043),laptop,ki2
ObjectId(6a5812ed0ed82e3ccecb0044),laptop,zeta
ObjectId(6a5812ed0ed82e3ccecb0045),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0046),laptop,kz
ObjectId(6a5812ed0ed82e3ccecb0047),laptop,qw2
ObjectId(6a5812ed0ed82e3ccecb0048),laptop,j3
